RowID,R64,R32,R16,R8,R4,R2,R1,S4,S2,S1
633,false,true,false,false,false,false,false,true,false,false
634,false,false,true,false,false,false,true,true,true,false
635,false,false,false,false,true,true,false,false,true,false
636,true,false,true,true,false,true,true,false,true,false
637,false,false,true,false,false,true,true,false,false,true
638,true,false,true,false,true,true,true,false,false,true
639,false,false,true,true,true,false,true,false,false,false
640,true,true,false,false,true,false,true,false,false,true
641,false,false,false,true,false,false,false,false,true,false
642,false,true,false,false,false,true,true,false,true,false
643,false,true,false,false,false,true,true,true,false,false
644,true,false,false,false,true,false,false,false,true,false
645,false,true,true,true,true,true,true,true,true,true
646,false,true,false,false,false,true,true,false,false,false
647,false,false,false,true,false,false,false,true,false,true
648,false,true,true,false,true,true,true,true,true,false
649,true,false,false,true,true,false,true,true,false,false
650,false,false,false,true,true,false,true,false,false,true
651,false,true,true,true,false,false,true,true,true,false
652,true,false,true,false,true,true,false,true,false,true
653,false,true,false,false,true,false,true,false,false,false
654,true,false,true,false,false,false,true,false,false,true
655,false,false,false,true,true,true,false,true,false,false
656,false,true,false,false,true,true,false,false,false,false
657,false,true,true,true,false,false,false,false,false,true
658,false,true,true,true,false,true,false,true,true,false
659,true,false,true,false,false,false,true,true,true,true
660,true,false,true,false,true,true,false,true,false,false
661,true,false,false,true,false,false,false,false,true,false
662,true,false,false,true,true,true,true,true,false,false
663,true,true,false,false,true,false,false,true,true,false
664,true,false,true,false,true,false,false,true,true,false
665,false,true,true,false,true,true,false,true,false,false
666,false,false,false,true,true,true,true,false,false,true
667,true,false,false,true,false,false,false,true,true,true
668,false,false,false,false,true,true,true,false,false,true
669,true,false,false,true,true,false,true,false,true,false
670,false,true,true,false,false,false,false,false,true,false
671,false,true,true,false,true,false,true,false,true,false
672,false,true,false,false,false,true,false,false,false,false
673,true,false,false,false,false,true,false,false,true,true
674,false,true,false,false,true,true,false,true,false,false
675,false,false,true,true,false,true,true,true,false,true
676,true,false,true,true,true,true,false,false,true,false
677,false,false,false,true,false,true,false,true,false,false
678,false,true,true,false,false,false,true,true,false,false
679,false,false,true,false,false,true,false,true,false,false
680,true,false,false,true,false,true,false,false,true,true
681,false,false,false,false,true,true,true,true,false,true
682,true,false,true,true,false,false,false,false,true,true
683,false,true,false,true,false,true,false,false,true,false
684,false,false,true,true,true,true,false,true,false,false
685,true,true,false,false,true,false,true,false,true,true
686,false,false,true,true,true,false,true,true,true,true
687,true,false,true,true,true,false,true,false,true,false
688,true,false,false,false,false,false,true,false,false,false
689,true,false,false,true,false,false,false,false,false,false
690,false,true,true,true,true,false,false,true,true,false
691,false,false,true,true,false,false,false,true,true,false
692,false,true,true,false,false,true,true,false,false,false
693,true,true,false,false,true,false,true,true,true,true
694,false,true,false,true,false,false,false,true,false,true
695,false,false,true,false,false,false,true,false,true,true
696,false,true,false,true,true,false,true,false,false,false
697,true,false,false,true,true,true,true,false,true,true
698,true,false,false,true,true,false,false,false,false,false
699,false,false,true,false,false,false,false,false,false,false
700,true,true,false,false,false,false,false,false,true,true
701,false,true,true,false,true,false,true,true,false,true
702,true,true,false,false,false,true,true,true,true,false
703,true,false,false,false,false,true,false,false,false,true
704,false,true,true,false,true,false,false,true,false,false
705,true,false,false,true,false,false,true,false,true,true
706,false,false,false,true,false,false,false,true,true,true
707,false,true,false,false,true,false,true,true,true,false
708,false,true,true,false,true,false,false,true,true,true
709,true,false,true,true,true,true,false,false,true,true
710,false,true,true,true,false,false,false,true,true,false
711,false,false,true,true,false,true,true,false,false,true
712,false,false,false,false,true,true,false,true,true,false
713,false,false,true,true,false,true,true,true,true,false
714,true,false,false,false,true,true,true,false,true,false
715,false,true,true,true,false,false,true,true,true,true
716,false,true,true,false,true,false,true,false,false,false
717,false,true,false,true,false,false,true,true,false,true
718,true,false,false,false,true,true,false,true,false,false
719,true,true,false,false,false,false,false,false,true,false
720,true,false,false,false,true,false,true,false,false,false
721,false,false,true,false,true,false,false,true,true,false
722,false,true,false,false,false,true,true,true,true,true
723,false,false,true,true,false,false,true,false,true,false
724,false,true,false,true,true,true,false,true,true,true
725,false,false,true,true,false,true,true,true,false,false
726,false,false,true,true,true,true,true,false,false,false
727,false,false,true,false,true,false,false,false,false,false
728,true,false,true,false,false,true,true,false,false,false
729,false,false,false,true,true,true,true,false,true,false
730,true,true,false,false,true,false,false,false,true,false
731,false,true,false,false,false,false,false,true,true,false
732,false,false,true,false,true,true,true,false,false,true
733,false,true,true,false,false,false,false,true,false,true
734,false,false,true,true,true,false,false,true,true,false
735,false,true,true,false,true,false,false,false,false,true
736,false,true,false,true,false,false,false,true,true,false
737,false,true,true,false,false,false,false,true,false,false
738,true,false,true,true,true,false,false,true,false,false
739,true,true,false,false,false,false,true,true,true,true
740,true,false,true,false,true,true,true,true,true,true
741,false,true,false,false,false,true,true,true,false,true
742,true,false,false,false,false,true,false,true,false,false
743,false,false,true,false,true,false,true,true,false,false
744,false,true,true,false,true,false,true,true,false,false
745,false,true,true,false,true,true,false,true,false,true
746,false,false,false,true,false,false,false,true,false,false
747,true,false,true,true,false,true,false,true,false,false
748,false,true,true,true,false,false,true,true,false,true
749,false,false,false,true,true,false,false,true,true,true
750,false,true,true,false,false,false,true,false,false,true
751,false,true,true,true,true,true,true,true,false,true
752,false,false,true,true,true,true,true,false,true,false
753,false,true,true,false,true,false,false,false,true,false
754,true,false,true,false,false,false,true,true,true,false
755,false,true,false,true,false,false,false,false,false,false
756,false,false,true,true,false,true,false,true,false,false
757,true,false,true,false,false,true,true,false,true,true
758,false,true,false,false,true,true,true,false,false,false
759,false,true,false,true,true,false,false,true,true,true
760,true,false,false,false,true,true,true,true,true,true
761,true,false,true,true,true,true,true,false,true,true
762,false,true,true,false,true,true,true,false,false,true
763,false,false,false,true,true,false,false,false,true,false
764,false,true,true,false,false,true,true,true,true,false
765,false,false,true,true,false,true,false,true,false,true
766,true,false,true,false,true,false,false,false,true,false
767,true,false,true,true,false,true,false,false,false,true
768,false,true,false,true,true,true,true,false,true,true
769,true,false,false,false,false,true,false,false,false,false
